Player,G,MP,FG,FGA,FG%,2P,2PA,2P%,FT,FTA,FT%,TRB,AST,PF,PTS,HoF
Larry Jones,95.0,23.53,3.26,8.16,0.4,3.26,8.16,0.4,2.46,3.02,0.82,2.54,2.84,1.71,8.99,No
Larry Kenon,240.0,36.47,8.97,18.1,0.5,8.97,18.1,0.5,3.6,4.28,0.84,10.18,3.47,2.46,21.53,No
Larry McNeill,367.0,17.07,3.06,6.62,0.46,3.06,6.62,0.46,2.45,3.1,0.79,4.68,0.76,2.31,8.58,No
Larry Mikan,53.0,10.11,1.17,3.51,0.33,1.17,3.51,0.33,0.64,1.04,0.62,2.62,0.77,1.06,2.98,No
Larry Moffett,20.0,5.5,0.25,0.85,0.29,0.25,0.85,0.29,0.3,0.5,0.6,1.05,0.35,0.8,0.8,No
Larry Siegfried,581.0,24.42,3.77,9.24,0.41,3.77,9.24,0.41,2.92,3.41,0.85,2.77,3.48,2.34,10.46,No
Larry Staverman,325.0,12.47,1.76,3.79,0.46,1.76,3.79,0.46,1.1,1.41,0.78,3.68,0.87,2.14,4.62,No
Larry Steele,594.0,24.13,3.3,6.79,0.49,3.3,6.79,0.49,1.59,2.01,0.8,2.92,2.78,2.99,8.19,No
Larry Wright,221.0,20.57,3.71,7.94,0.47,3.71,7.94,0.47,1.31,1.76,0.74,1.54,3.57,2.4,8.74,No
Lars Hansen,15.0,13.67,1.93,3.8,0.51,1.93,3.8,0.51,1.2,2.07,0.58,3.93,0.93,1.87,5.07,No
Lee Knorek,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,No
Lee Shaffer,196.0,28.0,6.78,16.12,0.42,6.78,16.12,0.42,3.24,4.17,0.78,6.33,1.18,3.22,16.79,No
Lee Winfield,403.0,18.32,2.96,6.23,0.47,2.96,6.23,0.47,1.43,2.14,0.67,2.05,2.49,1.69,7.34,No
Len Chappell,858.0,17.96,3.72,8.22,0.45,3.72,8.22,0.45,2.04,2.91,0.7,5.34,0.72,1.98,9.49,No
Len Elmore,155.0,17.01,1.86,4.81,0.39,1.86,4.81,0.39,0.95,1.39,0.69,5.4,1.01,2.37,4.67,No
Len Kosmalski,76.0,6.66,0.54,1.36,0.4,0.54,1.36,0.4,0.37,0.47,0.78,1.89,0.7,0.99,1.45,No
Lennie Rosenbluth,82.0,7.05,1.63,5.0,0.33,1.63,5.0,0.33,0.9,1.38,0.65,1.77,0.35,0.72,4.17,No
Lenny Wilkens,1077.0,35.34,5.75,13.3,0.43,5.75,13.3,0.43,5.01,6.47,0.77,4.67,6.7,3.05,16.5,Yes
Leo Barnhorst,416.0,22.46,3.74,10.28,0.36,3.74,10.28,0.36,1.4,2.09,0.67,3.62,3.23,2.97,8.88,No
Leo Katkaveck,54.0,0.0,1.87,6.11,0.31,1.87,6.11,0.31,0.63,1.04,0.61,0.0,1.26,1.89,4.37,No
Leo Klier,66.0,0.0,2.38,7.82,0.3,2.38,7.82,0.3,2.14,2.88,0.74,0.0,1.83,2.68,6.89,No
Leo Kubiak,62.0,0.0,4.18,12.81,0.33,4.18,12.81,0.33,3.1,3.81,0.81,0.0,3.24,4.03,11.45,No
Leo Mogus,121.0,0.0,1.78,4.6,0.39,1.78,4.6,0.39,2.24,3.19,0.7,0.84,1.08,1.89,5.79,No
Leon Benbow,115.0,15.98,2.21,5.61,0.39,2.21,5.61,0.39,1.04,1.37,0.76,1.86,1.59,1.97,5.46,No
Leon Blevins,2.0,0.0,0.5,2.0,0.25,0.5,2.0,0.25,0.0,0.5,0.0,1.0,0.5,1.5,1.0,No
Leon Douglas,239.0,24.41,3.8,7.85,0.48,3.8,7.85,0.48,2.33,3.77,0.62,7.41,1.06,3.8,9.92,No
Leonard Gray,307.0,25.07,4.2,9.08,0.46,4.2,9.08,0.46,1.52,2.05,0.74,4.76,2.0,3.58,9.91,No
Leroy Chollet,63.0,0.0,1.06,3.65,0.29,1.06,3.65,0.29,0.75,1.19,0.63,0.24,0.78,1.29,2.87,No
Leroy Ellis,1127.0,26.73,4.05,9.18,0.44,4.05,9.18,0.44,1.79,2.45,0.73,8.42,1.37,2.54,9.89,No
Les Hunter,24.0,4.75,0.75,2.67,0.28,0.75,2.67,0.28,0.25,0.58,0.43,2.08,0.46,0.67,1.75,No
Les Pugh,56.0,0.0,1.21,4.88,0.25,1.21,4.88,0.25,2.05,2.43,0.85,0.0,0.29,2.11,4.48,No
Levi Fontaine,35.0,6.0,1.51,4.14,0.37,1.51,4.14,0.37,0.8,1.06,0.76,0.43,0.63,0.77,3.83,No
Lew Hitch,482.0,19.7,1.8,4.81,0.38,1.8,4.81,0.38,1.29,1.9,0.68,5.05,1.12,1.63,4.9,No
Lindsay Hairston,47.0,13.85,2.21,4.85,0.46,2.21,4.85,0.46,1.38,2.38,0.58,3.81,0.45,1.79,5.81,No
Lionel Hollins,295.0,29.91,5.75,13.13,0.44,5.75,13.13,0.44,2.67,3.58,0.75,2.75,4.49,3.28,14.17,No
Lloyd Neal,435.0,25.32,4.55,9.4,0.48,4.55,9.4,0.48,2.03,3.03,0.67,7.75,1.45,2.92,11.14,No
Lloyd Walton,204.0,16.29,1.96,4.21,0.46,1.96,4.21,0.46,0.82,1.17,0.71,1.13,3.68,1.22,4.74,No
Lonnie Shelton,240.0,27.42,5.63,11.18,0.5,5.63,11.18,0.5,2.05,2.88,0.71,7.0,1.89,4.08,13.32,No
Lou Hudson,890.0,33.48,8.31,17.0,0.49,8.31,17.0,0.49,3.55,4.45,0.8,4.41,2.73,2.74,20.16,No
Lou Tsioropoulos,157.0,18.96,2.15,6.82,0.31,2.15,6.82,0.31,1.5,2.1,0.72,4.78,1.05,2.87,5.8,No
Louie Dampier,232.0,19.1,2.98,6.11,0.49,2.98,6.11,0.49,0.73,0.97,0.75,1.12,2.77,0.94,6.69,Yes
Louie Nelson,257.0,20.83,3.52,8.11,0.43,3.52,8.11,0.43,2.07,2.83,0.73,2.25,1.83,1.83,9.11,No
Loy Petersen,69.0,7.68,1.12,2.88,0.39,1.12,2.88,0.39,0.65,0.96,0.68,0.97,0.7,0.88,2.88,No
Lucius Allen,768.0,29.31,5.72,12.44,0.46,5.72,12.44,0.46,2.44,3.21,0.76,3.23,4.62,2.62,13.89,No
Luke Jackson,522.0,26.4,3.84,9.24,0.42,3.84,9.24,0.42,2.23,3.08,0.72,8.84,1.57,3.0,9.9,No
Luke Witte,118.0,9.31,1.26,3.14,0.4,1.26,3.14,0.4,0.63,0.92,0.69,3.03,0.51,1.25,3.15,No
Luther Green,5.0,6.4,0.0,2.2,0.0,0.0,2.2,0.0,0.6,1.8,0.33,0.6,0.0,0.6,0.6,No
Luther Rackley,292.0,14.13,2.12,4.75,0.45,2.12,4.75,0.45,1.21,1.96,0.62,4.15,0.56,2.11,5.46,No
M.L. Carr,241.0,34.88,5.89,12.16,0.48,5.89,12.16,0.48,3.02,4.09,0.74,7.37,2.61,3.36,14.8,No
Mac Otten,118.0,0.0,0.86,2.63,0.33,0.86,2.63,0.33,0.68,1.37,0.49,0.0,0.61,2.02,2.41,No
Mack Calvin,229.0,16.87,2.56,6.21,0.41,2.56,6.21,0.41,3.26,3.85,0.85,1.21,2.74,1.49,8.39,No
Mal Graham,70.0,12.7,1.86,4.67,0.4,1.86,4.67,0.4,0.96,1.46,0.66,1.69,1.07,2.14,4.67,No
Mal McMullen,109.0,0.0,1.84,6.03,0.31,1.84,6.03,0.31,1.15,2.05,0.56,1.17,1.1,2.94,4.83,No
Manny Leaks,135.0,25.0,3.38,8.63,0.39,3.38,8.63,0.39,1.5,2.1,0.71,6.82,0.89,2.12,8.25,No
Mark Crow,15.0,10.27,2.33,5.33,0.44,2.33,5.33,0.44,0.93,1.33,0.7,1.8,0.53,1.6,5.6,No
Mark Landsberger,142.0,20.32,2.85,5.89,0.48,2.85,5.89,0.48,1.28,2.47,0.52,7.35,0.77,1.43,6.99,No
Mark Minor,4.0,5.0,0.25,1.0,0.25,0.25,1.0,0.25,0.75,1.0,0.75,1.0,0.5,1.25,1.25,No
Mark Olberding,241.0,23.27,3.29,6.76,0.49,3.29,6.76,0.49,2.77,3.46,0.8,5.19,1.91,3.29,9.35,No
Mark Sibley,28.0,4.43,0.71,2.0,0.36,0.71,2.0,0.36,0.21,0.25,0.86,0.89,0.46,0.82,1.64,No
Mark Workman,144.0,15.35,1.98,6.08,0.33,1.98,6.08,0.33,1.01,1.64,0.62,2.94,0.56,2.52,4.97,No
Marlon Redmond,106.0,14.32,3.08,7.3,0.42,3.08,7.3,0.42,0.58,0.94,0.62,2.06,1.09,1.81,6.74,No
Marques Johnson,157.0,35.31,9.22,17.17,0.54,9.22,17.17,0.54,4.03,5.39,0.75,9.13,2.7,2.59,22.48,No
Marshall Hawkins,39.0,0.0,1.41,5.0,0.28,1.41,5.0,0.28,1.08,1.56,0.69,0.0,1.31,2.23,3.9,No
Marshall Rogers,26.0,6.77,1.65,4.46,0.37,1.65,4.46,0.37,0.54,0.58,0.93,0.42,0.38,1.27,3.85,No
Marty Byrnes,158.0,16.0,2.37,4.92,0.48,2.37,4.92,0.48,1.34,1.95,0.69,2.42,1.32,1.41,6.08,No
Marv Roberts,28.0,7.46,0.96,2.71,0.36,0.96,2.71,0.36,0.14,0.21,0.67,0.89,0.68,1.21,2.07,No
Marv Schatzman,34.0,0.0,1.26,5.12,0.25,1.26,5.12,0.25,0.85,1.47,0.58,0.0,1.12,1.44,3.38,No
Marv Winkler,3.0,4.67,1.0,3.33,0.3,1.0,3.33,0.3,0.67,0.67,1.0,1.33,0.67,1.0,2.67,No
Marvin Barnes,211.0,24.06,4.23,9.69,0.44,4.23,9.69,0.44,1.92,2.78,0.69,6.2,1.75,3.63,10.38,No
Marvin Webster,222.0,27.99,4.0,8.15,0.49,4.0,8.15,0.49,2.63,4.25,0.62,9.79,1.97,2.68,10.64,No
Matt Guokas,945.0,22.73,2.4,4.92,0.49,2.4,4.92,0.49,0.91,1.26,0.72,1.89,2.99,2.01,5.7,No
Matt Mazza,26.0,0.0,1.27,4.23,0.3,1.27,4.23,0.3,1.23,1.73,0.71,0.0,1.12,1.31,3.77,No
Maurice Cheeks,82.0,29.38,3.56,6.98,0.51,3.56,6.98,0.51,1.23,1.71,0.72,3.1,5.26,2.41,8.35,Yes
Maurice King,38.0,25.61,2.61,6.55,0.4,2.61,6.55,0.4,0.74,0.92,0.8,2.79,3.79,2.37,5.95,No
Maurice Lucas,216.0,34.46,7.65,16.45,0.47,7.65,16.45,0.47,3.76,4.88,0.77,10.35,2.86,3.56,19.06,No
Maurice Stokes,202.0,37.35,6.19,17.66,0.35,6.19,17.66,0.35,4.02,5.77,0.7,17.29,5.26,3.91,16.41,Yes
Max Morris,62.0,0.0,4.06,11.19,0.36,4.06,11.19,0.36,4.47,6.69,0.67,0.0,3.13,2.77,12.6,No
Max Zaslofsky,438.0,19.73,4.56,12.96,0.35,4.56,12.96,0.35,3.94,5.26,0.75,2.34,2.35,2.35,13.06,No
McCoy Ingram,24.0,11.12,1.12,4.29,0.26,1.12,4.29,0.26,0.54,1.17,0.46,4.83,0.83,1.83,2.79,No
McCoy McLemore,774.0,21.11,3.31,8.43,0.39,3.31,8.43,0.39,2.1,2.72,0.77,5.43,1.36,2.45,8.72,No
Med Park,375.0,18.02,2.19,5.71,0.38,2.19,5.71,0.38,1.84,2.5,0.73,3.08,1.71,1.79,6.21,No
Mel Bennett,98.0,12.2,1.27,3.83,0.33,1.27,3.83,0.33,1.43,2.37,0.6,3.37,0.94,2.13,3.96,No
Mel Counts,911.0,16.73,3.26,7.5,0.44,3.26,7.5,0.44,1.42,1.87,0.76,5.88,1.34,2.8,7.95,No
Mel Daniels,11.0,11.45,1.18,3.18,0.37,1.18,3.18,0.37,1.18,2.09,0.57,3.09,0.55,2.64,3.55,Yes
Mel Davis,246.0,14.9,2.43,6.55,0.37,2.43,6.55,0.37,0.85,1.21,0.71,4.51,0.96,1.86,5.72,No
Mel Gibson,9.0,5.89,0.67,2.22,0.3,0.67,2.22,0.3,0.11,0.22,0.5,0.44,0.67,1.11,1.44,No
Mel Hutchins,437.0,37.93,4.42,11.35,0.39,4.42,11.35,0.39,2.26,3.36,0.67,9.58,2.97,2.85,11.1,No
Mel Nowell,39.0,15.1,2.36,6.08,0.39,2.36,6.08,0.39,1.23,1.69,0.73,1.72,2.15,2.21,5.95,No
Mel Payton,111.0,17.07,2.05,5.63,0.36,2.05,5.63,0.36,1.27,1.7,0.75,3.57,1.14,1.68,5.36,No
Mel Peterson,2.0,1.5,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,No
Michael Cooper,3.0,2.33,1.0,2.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.33,2.0,No
Micheal Ray Richardson,72.0,16.92,2.78,6.71,0.41,2.78,6.71,0.41,0.96,1.78,0.54,3.24,2.96,2.61,6.51,No
Mickey Davis,286.0,12.98,2.02,4.42,0.46,2.02,4.42,0.46,1.12,1.33,0.84,2.8,1.03,1.27,5.17,No
Mickey Johnson,363.0,30.28,5.86,12.88,0.45,5.86,12.88,0.45,3.52,4.41,0.8,8.39,2.73,3.49,15.24,No
Mike Bantom,621.0,26.54,4.63,10.05,0.46,4.63,10.05,0.46,2.46,3.49,0.7,6.53,1.93,3.41,11.73,No
Mike Barr,73.0,16.77,1.67,3.82,0.44,1.67,3.82,0.44,0.56,0.78,0.72,1.78,2.4,1.32,3.9,No
Mike Bratz,157.0,14.2,2.55,5.91,0.43,2.55,5.91,0.43,1.24,1.52,0.82,1.63,1.92,1.62,6.35,No
Mike D'Antoni,130.0,14.29,1.42,3.61,0.39,1.42,3.61,0.39,0.49,0.67,0.74,1.43,1.91,1.84,3.32,No
Mike Davis,204.0,21.07,4.12,9.7,0.42,4.12,9.7,0.42,2.5,3.23,0.77,2.3,1.79,2.84,10.73,No
Mike Dunleavy,136.0,15.32,2.32,4.93,0.47,2.32,4.93,0.47,1.61,1.95,0.83,1.34,3.21,1.88,6.24,No
Mike Farmer,482.0,20.99,2.79,7.11,0.39,2.79,7.11,0.39,1.15,1.43,0.8,4.83,1.31,2.01,6.73,No
Mike Flynn,144.0,15.83,2.57,5.83,0.44,2.57,5.83,0.44,1.08,1.66,0.65,2.11,2.23,1.1,6.22,No
Mike Gale,234.0,29.1,3.9,8.32,0.47,3.9,8.32,0.47,1.35,1.6,0.84,2.91,5.23,2.5,9.14,No
Mike Glenn,131.0,16.17,3.5,6.53,0.54,3.5,6.53,0.54,0.82,0.98,0.84,1.23,1.63,1.61,7.82,No
Mike Green,296.0,21.4,3.38,7.31,0.46,3.38,7.31,0.46,1.62,2.24,0.73,5.32,1.31,2.76,8.39,No
Mike Kearns,6.0,4.17,0.0,0.83,0.0,0.0,0.83,0.0,0.17,0.67,0.25,0.5,0.83,0.17,0.17,No
Mike Lynn,49.0,8.73,0.94,2.86,0.33,0.94,2.86,0.33,0.69,1.04,0.67,1.39,0.63,1.96,2.57,No
Mike Macaluso,30.0,3.73,0.63,1.47,0.43,0.63,1.47,0.43,0.33,0.57,0.59,0.83,0.1,1.03,1.6,No
Mike McCarron,16.0,0.0,0.38,1.88,0.2,0.38,1.88,0.2,0.38,0.62,0.6,0.0,0.38,0.62,1.12,No
Mike Mitchell,80.0,19.7,4.53,8.82,0.51,4.53,8.82,0.51,1.64,2.22,0.74,4.11,0.75,2.69,10.69,No
Mike Newlin,604.0,29.22,5.28,11.45,0.46,5.28,11.45,0.46,3.47,4.02,0.86,3.18,4.27,3.17,14.04,No
Mike Novak,125.0,0.19,0.59,2.44,0.24,0.59,2.44,0.24,0.41,0.77,0.53,0.02,0.99,2.3,1.59,No
Mike O'Neill,4.0,12.5,1.0,4.25,0.24,1.0,4.25,0.24,1.0,1.0,1.0,2.25,0.75,2.5,3.0,No
Mike Price,119.0,8.76,1.34,3.33,0.4,1.34,3.33,0.4,0.6,0.77,0.77,1.28,0.75,1.45,3.29,No
Mike Ratliff,60.0,11.42,1.63,3.92,0.42,1.63,3.92,0.42,0.75,1.4,0.54,3.23,0.63,1.85,4.02,No
Mike Riordan,697.0,24.77,4.31,9.17,0.47,4.31,9.17,0.47,1.25,1.7,0.74,2.81,2.37,2.32,9.88,No
Mike Silliman,36.0,10.17,1.0,2.19,0.46,1.0,2.19,0.46,0.53,1.08,0.49,1.72,0.64,1.03,2.53,No
Mike Sojourner,191.0,22.42,3.77,7.86,0.48,3.77,7.86,0.48,1.13,1.69,0.67,6.48,0.9,2.39,8.68,No
Mike Todorovich,196.0,0.0,3.81,12.34,0.31,3.81,12.34,0.31,3.79,5.31,0.71,2.32,3.03,3.35,11.41,No
Milo Komenich,64.0,0.0,3.81,13.45,0.28,3.81,13.45,0.28,2.28,3.91,0.58,0.0,1.94,3.84,9.91,No
Milt Schoon,62.0,0.0,2.42,5.9,0.41,2.42,5.9,0.41,3.16,4.84,0.65,0.0,1.35,3.06,8.0,No
Milt Williams,68.0,9.49,1.26,2.99,0.42,1.26,2.99,0.42,0.94,1.4,0.67,0.75,1.84,1.51,3.47,No
Mitch Kupchak,215.0,22.68,5.13,9.53,0.54,5.13,9.53,0.54,3.13,4.41,0.71,6.44,1.03,2.52,13.39,No
Mo Howard,64.0,10.78,2.0,4.12,0.48,2.0,4.12,0.48,0.75,1.09,0.69,1.22,1.31,1.59,4.75,No
Mo Layton,264.0,16.78,2.9,6.47,0.45,2.9,6.47,0.45,1.12,1.5,0.75,1.34,2.65,2.0,6.92,No
Mo Mahoney,8.0,5.62,0.5,1.5,0.33,0.5,1.5,0.33,0.5,0.62,0.8,1.12,0.25,0.88,1.5,No
Moe Barr,31.0,4.68,0.81,2.0,0.4,0.81,2.0,0.4,0.35,0.42,0.85,0.65,0.9,0.87,1.97,No
Moe Radovich,4.0,8.25,1.25,3.25,0.38,1.25,3.25,0.38,1.0,1.0,1.0,0.25,2.0,1.25,3.5,No
Monk Meineke,343.0,19.77,2.3,6.28,0.37,2.3,6.28,0.37,2.21,2.92,0.76,4.74,1.26,3.05,6.82,No
Monte Towe,51.0,8.02,1.1,2.71,0.41,1.1,2.71,0.41,0.35,0.49,0.72,0.67,1.71,1.2,2.55,No
Moses Malone,305.0,34.46,6.25,12.37,0.51,6.25,12.37,0.51,5.01,7.0,0.72,14.67,1.17,3.12,17.51,Yes
Murray Mitchell,2.0,0.0,0.5,1.5,0.33,0.5,1.5,0.33,0.0,0.0,0.0,0.0,1.0,0.5,1.0,No
Murray Wier,56.0,0.0,2.8,8.57,0.33,2.8,8.57,0.33,2.05,2.96,0.69,0.0,1.91,2.52,7.66,No
Mychal Thompson,73.0,29.37,6.3,12.85,0.49,6.3,12.85,0.49,2.11,3.68,0.57,8.27,2.41,3.7,14.71,No
Nat Clifton,544.0,26.41,3.83,10.6,0.36,3.83,10.6,0.36,2.35,3.72,0.63,8.22,2.51,3.38,10.01,Yes
Nate Bowman,243.0,8.93,1.23,3.14,0.39,1.23,3.14,0.39,0.44,0.83,0.53,3.26,0.67,2.09,2.89,No
Nate DeLong,17.0,7.76,1.18,2.47,0.48,1.18,2.47,0.48,1.41,2.06,0.69,1.82,0.82,2.76,3.76,No
Nate Hawthorne,162.0,12.29,2.09,4.96,0.42,2.09,4.96,0.42,1.27,1.93,0.66,2.06,0.67,1.69,5.44,No
Nate Thurmond,1042.0,35.77,5.43,12.9,0.42,5.43,12.9,0.42,3.32,5.0,0.66,14.28,2.56,2.67,14.19,Yes
Nate Williams,800.0,22.58,5.08,11.08,0.46,5.08,11.08,0.46,1.79,2.22,0.81,3.76,1.48,2.94,11.95,No
Neal Walk,635.0,23.55,4.92,10.8,0.46,4.92,10.8,0.46,2.18,2.87,0.76,7.45,2.11,3.09,12.03,No
Neil Johnson,202.0,11.2,1.49,3.49,0.43,1.49,3.49,0.43,0.98,1.6,0.61,3.39,1.07,2.06,3.95,No
Neil Johnston,516.0,35.46,6.4,14.41,0.44,6.4,14.41,0.44,6.62,8.62,0.77,11.35,2.46,3.26,19.42,Yes
Nelson Bobb,227.0,10.92,1.59,4.54,0.35,1.59,4.54,0.35,1.45,2.37,0.61,1.78,2.15,2.3,4.63,No
Nick Jones,188.0,12.04,2.09,5.06,0.41,2.09,5.06,0.41,1.15,1.49,0.77,1.15,1.31,2.05,5.34,No
Nick Mantis,94.0,15.31,2.11,5.61,0.38,2.11,5.61,0.38,0.59,1.06,0.55,1.87,1.86,2.09,4.8,No
Nick Weatherspoon,458.0,22.3,4.06,8.9,0.46,4.06,8.9,0.46,1.51,2.14,0.7,5.35,0.91,2.75,9.62,No
Noble Jorgensen,316.0,8.46,3.16,8.59,0.37,3.16,8.59,0.37,2.93,4.01,0.73,3.8,1.3,3.52,9.26,No
Norm Cook,27.0,5.48,1.04,2.78,0.37,1.04,2.78,0.37,0.33,0.63,0.53,1.11,0.22,1.15,2.41,No
Norm Grekin,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
Norm Mager,24.0,0.0,1.67,5.92,0.28,1.67,5.92,0.28,1.83,2.33,0.79,1.96,0.96,2.83,5.17,No
Norm Nixon,163.0,36.34,6.87,13.17,0.52,6.87,13.17,0.52,1.67,2.24,0.75,2.88,7.91,3.12,15.4,No
Norm Stewart,5.0,7.4,0.8,3.0,0.27,0.8,3.0,0.27,0.4,1.2,0.33,1.0,0.4,1.8,2.0,No
Norm Swanson,63.0,9.7,0.49,2.17,0.23,0.49,2.17,0.23,0.6,1.02,0.59,1.75,0.52,1.44,1.59,No
Norm Van Lier,825.0,34.65,4.42,10.62,0.42,4.42,10.62,0.42,2.89,3.7,0.78,4.79,6.98,3.52,11.73,No
Normie Glick,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,No
Norton Barnhill,4.0,2.5,0.5,1.5,0.33,0.5,1.5,0.33,0.0,0.0,0.0,0.75,0.25,1.25,1.0,No
Odie Spears,422.0,19.2,3.05,8.14,0.37,3.05,8.14,0.37,2.5,3.22,0.78,3.34,1.94,3.27,8.6,No
Odis Allison,36.0,4.61,0.47,2.17,0.22,0.47,2.17,0.22,0.92,1.69,0.54,1.25,0.28,0.94,1.86,No
Ollie Johnson,618.0,22.92,3.34,6.79,0.49,3.34,6.79,0.49,1.37,1.67,0.82,3.69,1.81,2.33,8.05,No
Oscar Robertson,1040.0,42.2,9.14,18.87,0.48,9.14,18.87,0.48,7.4,8.83,0.84,7.5,9.51,2.82,25.68,Yes
Otis Birdsong,155.0,30.43,7.81,15.55,0.5,7.81,15.55,0.5,3.3,4.63,0.71,3.41,2.94,2.8,18.93,No
Otis Howard,28.0,8.07,1.71,4.0,0.43,1.71,4.0,0.43,0.79,1.64,0.48,2.93,0.36,1.71,4.21,No
Otto Moore,802.0,23.57,3.21,7.05,0.46,3.21,7.05,0.46,1.28,2.1,0.61,7.72,1.51,2.52,7.7,No
Owen Wells,33.0,6.48,1.27,3.03,0.42,1.27,3.03,0.42,0.45,0.67,0.68,1.06,0.67,1.15,3.0,No
Pat Dunn,28.0,7.36,1.0,3.21,0.31,1.0,3.21,0.31,0.5,0.61,0.82,1.11,1.0,0.71,2.5,No
Pat Frink,48.0,7.56,1.04,3.06,0.34,1.04,3.06,0.34,0.48,0.6,0.79,0.85,1.15,1.12,2.56,No
Pat Riley,590.0,15.25,2.94,7.14,0.41,2.94,7.14,0.41,1.23,1.74,0.71,1.53,1.64,2.14,7.11,Yes
Paul Arizin,713.0,34.92,7.89,18.73,0.42,7.89,18.73,0.42,7.03,8.68,0.81,8.6,2.34,3.88,22.81,Yes
Paul Cloyd,14.0,0.0,1.0,3.71,0.27,1.0,3.71,0.27,0.71,1.14,0.62,0.0,0.29,0.71,2.71,No
Paul Gordon,4.0,0.0,0.0,1.5,0.0,0.0,1.5,0.0,0.75,1.25,0.6,0.0,0.75,0.75,0.75,No
Paul Griffin,240.0,20.4,1.69,3.49,0.49,1.69,3.49,0.49,1.45,2.1,0.69,5.82,1.99,2.78,4.83,No
Paul Hoffman,280.0,18.32,3.56,10.52,0.34,3.56,10.52,0.34,3.04,4.49,0.68,4.03,3.17,3.62,10.16,No
Paul Hogue,80.0,20.42,2.2,5.99,0.37,2.2,5.99,0.37,1.04,2.35,0.44,6.15,0.68,3.62,5.44,No
Paul Long,71.0,6.14,1.52,3.28,0.46,1.52,3.28,0.46,0.82,1.08,0.75,0.8,0.76,0.82,3.86,No
Paul McCracken,37.0,11.81,1.7,3.78,0.45,1.7,3.78,0.45,0.92,1.54,0.6,1.97,0.89,1.41,4.32,No
Paul Neumann,527.0,24.74,4.16,9.31,0.45,4.16,9.31,0.45,2.98,3.74,0.8,2.88,3.2,2.87,11.3,No
Paul Noel,125.0,0.26,1.19,3.79,0.31,1.19,3.79,0.31,0.7,1.08,0.64,0.68,0.83,1.59,3.08,No
Paul Nolen,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,No
Paul Ruffner,52.0,4.12,0.92,2.1,0.44,0.92,2.1,0.44,0.25,0.5,0.5,0.94,0.17,0.81,2.1,No
Paul Seymour,600.0,24.44,3.35,9.54,0.35,3.35,9.54,0.35,2.89,3.64,0.8,2.82,3.89,2.22,9.6,No
Paul Silas,1172.0,28.49,3.57,8.23,0.43,3.57,8.23,0.43,2.65,3.94,0.67,10.17,2.14,2.55,9.78,No
Paul Stovall,25.0,8.44,1.04,3.04,0.34,1.04,3.04,0.34,0.96,1.52,0.63,2.44,0.52,1.48,3.04,No
Paul Walther,423.0,17.16,2.56,7.0,0.37,2.56,7.0,0.37,2.28,3.27,0.7,2.76,2.43,2.82,7.4,No
Paul Westphal,548.0,25.38,6.6,12.9,0.51,6.6,12.9,0.51,3.21,3.95,0.81,2.09,4.27,2.12,16.42,Yes
Pep Saul,448.0,17.18,2.09,5.82,0.36,2.09,5.82,0.36,1.58,2.12,0.75,1.52,1.66,1.8,5.77,No
Perry Warbington,5.0,14.0,0.8,4.2,0.19,0.8,4.2,0.19,0.4,0.4,1.0,1.6,3.2,3.2,2.0,No
