Player,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HoF
Terrance Roberson,3.0,0.0,4.33,0.0,0.67,0.0,0.0,0.33,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,0.0,0.0,0.67,1.0,0.0,No
Terrel Harris,62.0,1.0,9.55,0.6,2.21,0.27,0.13,0.89,0.15,0.47,1.32,0.35,0.3,0.45,0.66,0.68,0.42,1.24,1.66,0.71,0.21,0.13,0.95,1.1,1.77,No
Terrell Brandon,760.0,514.0,29.95,5.42,12.14,0.45,0.53,1.52,0.35,4.89,10.62,0.46,0.47,2.43,2.79,0.87,0.59,2.44,3.04,6.21,1.59,0.31,1.96,1.85,13.81,No
Terrence Jones,288.0,130.0,23.72,4.22,8.54,0.49,0.39,1.35,0.29,3.83,7.19,0.53,0.52,1.64,2.65,0.62,1.6,4.1,5.69,1.03,0.65,1.12,0.93,1.59,10.47,No
Terrence Rencher,72.0,2.0,11.25,0.92,2.78,0.33,0.25,0.81,0.31,0.67,1.97,0.34,0.37,0.86,1.28,0.67,0.25,0.97,1.22,1.5,0.44,0.06,1.19,1.03,2.94,No
Terrence Ross,639.0,200.0,24.7,4.06,9.61,0.42,1.89,5.13,0.37,2.16,4.48,0.48,0.52,1.01,1.21,0.83,0.34,2.47,2.81,1.1,0.88,0.35,0.9,1.75,11.01,No
Terrence Williams,204.0,9.0,18.44,2.77,6.74,0.41,0.39,1.23,0.32,2.38,5.5,0.43,0.44,0.95,1.47,0.65,0.41,3.01,3.42,2.29,0.55,0.13,1.46,1.27,6.88,No
Terry Catledge,515.0,379.0,26.29,5.0,10.31,0.49,0.01,0.06,0.09,5.0,10.25,0.49,0.49,2.65,4.05,0.65,2.87,3.56,6.43,0.89,0.55,0.19,1.72,2.5,12.66,No
Terry Crosby,4.0,0.0,7.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.0,0.25,0.25,1.75,0.0,0.0,1.25,1.0,1.5,No
Terry Cummings,1257.0,818.0,27.91,6.56,13.57,0.48,0.04,0.12,0.29,6.52,13.45,0.49,0.48,2.7,3.83,0.71,2.61,4.48,7.09,1.78,1.03,0.53,1.79,3.2,15.85,No
Terry Davis,480.0,275.0,21.6,2.5,5.3,0.47,0.01,0.04,0.16,2.5,5.26,0.47,0.47,1.36,2.25,0.6,2.3,3.71,6.01,0.57,0.38,0.31,1.08,2.45,6.38,No
Terry Dehere,428.0,65.0,17.75,2.6,6.35,0.41,0.8,2.12,0.38,1.8,4.23,0.42,0.47,1.75,2.25,0.78,0.35,1.08,1.43,2.48,0.51,0.09,1.48,2.01,7.75,No
Terry Dozier,9.0,0.0,10.22,1.0,3.0,0.33,0.0,0.11,0.0,1.0,2.89,0.35,0.33,0.44,0.89,0.5,0.78,0.89,1.67,0.33,0.67,0.22,0.78,1.11,2.44,No
Terry Duerod,193.0,0.0,12.58,2.76,6.02,0.46,0.16,0.45,0.36,2.6,5.58,0.47,0.47,0.58,0.83,0.69,0.36,0.7,1.06,1.07,0.41,0.11,0.83,0.88,6.26,No
Terry Furlow,152.0,0.0,27.92,5.66,12.18,0.46,0.32,1.08,0.29,5.34,11.11,0.48,0.48,2.25,2.58,0.87,0.92,1.63,2.55,3.86,0.96,0.3,2.14,1.29,13.88,No
Terry Mills,733.0,305.0,23.52,4.07,8.89,0.46,0.73,1.9,0.38,3.34,6.99,0.48,0.5,1.36,1.75,0.78,1.52,3.82,5.33,1.26,0.59,0.44,1.22,2.72,10.22,No
Terry Porter,1274.0,732.0,27.75,4.26,9.21,0.46,1.02,2.64,0.39,3.24,6.57,0.49,0.52,2.69,3.22,0.84,0.56,2.48,3.04,5.62,1.24,0.14,2.09,1.73,12.23,No
Terry Rozier,335.0,93.0,22.68,3.44,8.73,0.39,1.51,4.08,0.37,1.93,4.64,0.41,0.48,1.23,1.52,0.81,0.62,3.1,3.73,2.66,0.78,0.19,1.06,1.32,9.62,No
Terry Teagle,708.0,196.0,20.99,4.76,10.21,0.47,0.05,0.21,0.22,4.71,10.0,0.47,0.47,1.96,2.48,0.79,1.06,1.55,2.61,1.37,0.75,0.19,1.44,2.21,11.52,No
Terry Tyler,789.0,255.0,24.31,4.28,8.83,0.48,0.01,0.1,0.12,4.26,8.73,0.49,0.49,1.33,1.88,0.71,1.77,3.33,5.1,1.2,0.88,1.45,1.27,2.13,9.9,No
Thabo Sefolosha,935.0,511.0,21.94,2.21,4.94,0.45,0.57,1.66,0.35,1.64,3.28,0.5,0.51,0.76,1.03,0.74,0.73,3.01,3.74,1.4,1.08,0.44,0.88,1.63,5.76,No
Thaddeus Young,1041.0,755.0,30.47,5.68,11.46,0.5,0.5,1.51,0.33,5.17,9.95,0.52,0.52,1.37,2.06,0.67,1.98,3.91,5.88,1.71,1.47,0.4,1.45,2.2,13.23,No
Thanasis Antetokounmpo,22.0,2.0,6.14,1.23,2.36,0.52,0.0,0.5,0.0,1.23,1.86,0.66,0.52,0.32,0.77,0.41,0.55,0.59,1.14,0.68,0.32,0.09,0.55,0.91,2.77,No
Tharon Mayes,48.0,0.0,10.62,1.25,4.12,0.3,0.62,1.71,0.37,0.62,2.42,0.26,0.38,1.0,1.5,0.67,0.12,0.54,0.67,1.46,0.67,0.08,1.29,1.71,4.12,No
Theo Pinson,51.0,0.0,11.29,1.37,4.47,0.31,0.53,2.47,0.21,0.84,2.0,0.42,0.37,0.67,0.75,0.89,0.27,1.49,1.76,1.51,0.45,0.08,1.0,0.98,3.94,No
Theo Ratliff,1052.0,721.0,25.53,2.75,5.55,0.5,0.0,0.0,0.0,2.75,5.54,0.5,0.5,1.71,2.43,0.7,1.95,3.76,5.71,0.6,0.49,2.5,1.23,2.88,7.2,No
Theron Smith,53.0,5.0,12.98,1.13,3.38,0.34,0.17,0.45,0.37,0.96,2.92,0.33,0.36,0.38,0.45,0.83,0.98,1.98,2.96,0.66,0.21,0.17,0.77,1.43,2.81,No
Thomas Bryant,133.0,89.0,20.41,4.21,7.08,0.6,0.53,1.5,0.36,3.68,5.57,0.66,0.63,1.49,1.97,0.76,1.61,4.42,6.03,1.36,0.38,0.89,0.86,1.77,10.44,No
Thomas Gardner,20.0,0.0,7.15,0.9,2.95,0.31,0.35,1.75,0.2,0.55,1.2,0.46,0.36,0.1,0.3,0.33,0.15,0.4,0.55,0.15,0.2,0.05,0.35,0.4,2.25,No
Thomas Hamilton,33.0,7.0,10.39,1.33,3.33,0.4,0.0,0.0,0.0,1.33,3.33,0.4,0.4,0.58,1.24,0.46,1.24,2.15,3.39,0.48,0.12,0.7,1.12,1.12,3.24,No
Thomas Jordan,4.0,0.0,26.5,4.5,10.25,0.44,0.0,0.0,0.0,4.5,10.25,0.44,0.44,2.0,4.25,0.47,1.25,3.5,4.75,0.75,0.75,1.25,3.0,3.5,11.0,No
Thomas Robinson,437.0,16.0,13.86,2.07,4.44,0.47,0.0,0.02,0.0,2.07,4.42,0.47,0.47,0.83,1.62,0.51,1.74,3.13,4.86,0.62,0.54,0.36,1.07,1.77,4.96,No
Thomas Welsh,11.0,0.0,3.27,0.64,1.18,0.54,0.27,0.64,0.43,0.36,0.55,0.67,0.65,0.09,0.18,0.5,0.0,0.36,0.36,0.45,0.0,0.0,0.09,0.27,1.64,No
Thon Maker,319.0,70.0,14.17,1.64,3.84,0.43,0.56,1.72,0.33,1.08,2.13,0.51,0.5,0.88,1.32,0.67,0.79,2.07,2.85,0.63,0.36,0.69,0.54,1.75,4.73,No
Thurl Bailey,1012.0,247.0,26.66,5.06,10.76,0.47,0.0,0.04,0.11,5.06,10.73,0.47,0.47,2.51,3.1,0.81,1.41,3.73,5.14,1.36,0.46,1.19,1.53,1.98,12.63,No
Tiago Splitter,355.0,153.0,19.19,3.02,5.44,0.56,0.01,0.04,0.14,3.02,5.4,0.56,0.56,1.88,2.7,0.7,1.62,3.39,5.01,1.19,0.56,0.59,1.08,1.93,7.93,No
Tibor Pleiß,12.0,0.0,6.83,0.92,2.08,0.44,0.0,0.17,0.0,0.92,1.92,0.48,0.44,0.17,0.17,1.0,0.5,0.75,1.25,0.17,0.08,0.17,0.67,1.58,2.0,No
Tierre Brown,134.0,1.0,12.34,1.51,3.93,0.38,0.22,0.63,0.35,1.28,3.29,0.39,0.41,0.69,0.9,0.77,0.31,0.93,1.24,1.99,0.48,0.03,1.07,0.71,3.93,No
Tim Bassett,24.0,0.0,13.67,1.0,2.83,0.35,0.0,0.0,0.0,1.0,2.83,0.35,0.35,0.83,1.25,0.67,0.92,1.83,2.75,1.17,0.67,0.0,0.75,2.25,2.83,No
Tim Breaux,102.0,6.0,9.22,1.06,2.87,0.37,0.22,0.73,0.3,0.84,2.15,0.39,0.41,0.6,0.94,0.64,0.37,0.57,0.94,0.4,0.24,0.13,0.46,0.67,2.93,No
Tim Duncan,1392.0,1389.0,34.03,7.39,14.61,0.51,0.02,0.12,0.18,7.37,14.49,0.51,0.51,4.24,6.08,0.7,2.77,8.07,10.84,3.04,0.74,2.17,2.43,2.37,19.03,Yes
Tim Frazier,393.0,105.0,17.6,1.86,4.51,0.41,0.47,1.39,0.34,1.39,3.12,0.45,0.46,0.89,1.22,0.72,0.53,1.85,2.37,3.97,0.66,0.08,1.34,1.77,5.07,No
Tim Hardaway,1015.0,832.0,34.25,6.19,14.47,0.43,1.78,5.0,0.36,4.42,9.47,0.47,0.49,2.83,3.61,0.78,0.58,2.58,3.16,7.89,1.59,0.15,2.79,2.3,16.99,No
Tim Hardaway Jr.,539.0,300.0,27.21,4.87,11.7,0.42,2.05,5.84,0.35,2.82,5.86,0.48,0.5,2.23,2.72,0.82,0.36,2.4,2.76,1.92,0.65,0.14,1.17,1.75,14.03,No
Tim James,43.0,0.0,6.07,0.6,1.84,0.33,0.02,0.07,0.33,0.58,1.77,0.33,0.34,0.35,0.53,0.65,0.53,0.53,1.07,0.26,0.05,0.21,0.3,0.77,1.58,No
Tim Kempton,301.0,20.0,13.09,1.58,3.32,0.48,0.0,0.01,0.0,1.58,3.31,0.48,0.48,1.17,1.74,0.67,0.85,1.89,2.74,1.06,0.43,0.16,1.01,2.15,4.33,No
Tim Legler,343.0,4.0,17.17,2.53,5.67,0.45,0.82,1.95,0.42,1.71,3.73,0.46,0.52,1.33,1.59,0.83,0.45,1.13,1.57,1.31,0.5,0.14,0.65,1.67,7.2,No
Tim McCormick,553.0,265.0,22.61,3.43,6.4,0.54,0.0,0.03,0.06,3.42,6.37,0.54,0.54,1.95,2.79,0.7,1.67,3.45,5.12,1.1,0.31,0.38,1.32,2.69,8.81,No
Tim Ohlbrecht,3.0,0.0,4.0,0.33,1.0,0.33,0.0,0.0,0.0,0.33,1.0,0.33,0.33,0.33,0.33,1.0,0.0,0.33,0.33,0.33,0.33,0.0,1.33,0.33,1.0,No
Tim Perry,511.0,226.0,18.96,2.63,5.43,0.48,0.19,0.58,0.32,2.44,4.85,0.5,0.5,1.12,1.72,0.65,1.46,2.37,3.83,0.87,0.44,0.84,0.98,1.6,6.56,No
Tim Quarterman,19.0,0.0,4.89,0.74,1.68,0.44,0.26,0.79,0.33,0.47,0.89,0.53,0.52,0.11,0.26,0.4,0.21,0.68,0.89,0.63,0.11,0.16,0.68,0.37,1.84,No
Tim Thomas,1033.0,515.0,25.31,4.12,9.4,0.44,1.14,3.07,0.37,2.98,6.33,0.47,0.5,1.88,2.49,0.75,0.95,3.07,4.02,1.48,0.72,0.34,1.43,2.7,11.26,No
Tim Young,25.0,0.0,5.48,0.52,1.56,0.33,0.0,0.0,0.0,0.52,1.56,0.33,0.33,1.12,1.44,0.78,0.52,0.88,1.4,0.2,0.08,0.04,0.36,0.72,2.16,No
Timofey Mozgov,580.0,367.0,18.53,2.77,5.17,0.54,0.02,0.11,0.2,2.75,5.06,0.54,0.54,1.37,1.87,0.73,1.76,3.31,5.06,0.55,0.32,0.87,1.17,2.26,6.93,No
Timothé Luwawu-Cabarrot,268.0,42.0,15.63,1.96,4.97,0.39,0.88,2.65,0.33,1.08,2.32,0.46,0.48,1.05,1.28,0.82,0.34,1.69,2.02,0.78,0.37,0.14,0.71,1.88,5.86,No
Tiny Archibald,340.0,268.0,31.47,4.25,8.95,0.47,0.06,0.25,0.22,4.19,8.7,0.48,0.48,3.6,4.61,0.78,0.47,1.46,1.93,7.06,0.89,0.1,2.72,2.17,12.15,Yes
Tito Horford,63.0,0.0,5.97,0.52,1.75,0.3,0.0,0.0,0.0,0.52,1.75,0.3,0.3,0.43,0.68,0.63,0.46,0.87,1.33,0.08,0.11,0.41,0.48,0.79,1.48,No
Tito Maddox,9.0,0.0,3.89,0.33,1.33,0.25,0.0,0.33,0.0,0.33,1.0,0.33,0.25,0.56,0.89,0.63,0.11,0.67,0.78,0.56,0.33,0.11,0.33,0.44,1.22,No
Tobias Harris,911.0,768.0,31.16,6.11,12.98,0.47,1.4,3.76,0.37,4.71,9.21,0.51,0.52,2.52,3.06,0.82,1.0,5.17,6.17,2.1,0.74,0.5,1.41,2.04,16.13,No
Toby Bailey,73.0,12.0,9.56,1.26,3.1,0.41,0.04,0.21,0.2,1.22,2.89,0.42,0.41,0.74,1.07,0.69,0.68,1.04,1.73,0.59,0.3,0.08,0.48,1.08,3.3,No
Toby Knight,121.0,0.0,28.88,6.37,11.97,0.53,0.0,0.02,0.0,6.37,11.95,0.53,0.53,1.88,2.36,0.8,1.93,2.82,4.75,1.43,1.08,0.8,1.52,3.11,14.63,No
Tod Murphy,200.0,81.0,20.69,2.01,4.42,0.45,0.09,0.31,0.29,1.92,4.11,0.47,0.46,1.21,1.79,0.68,1.72,3.04,4.76,0.94,0.57,0.44,0.56,1.96,5.32,No
Todd Day,562.0,209.0,24.95,4.15,10.38,0.4,1.19,3.47,0.34,2.97,6.91,0.43,0.46,2.67,3.58,0.75,1.15,2.18,3.33,1.46,1.09,0.61,1.47,2.8,12.17,No
Todd Fuller,225.0,23.0,11.11,1.41,3.34,0.42,0.0,0.02,0.0,1.41,3.32,0.42,0.42,0.89,1.34,0.67,1.07,1.93,3.0,0.2,0.15,0.27,0.65,1.56,3.71,No
Todd Lichti,250.0,51.0,17.46,3.01,6.58,0.46,0.08,0.32,0.26,2.93,6.26,0.47,0.46,1.6,2.05,0.78,0.74,1.37,2.11,1.34,0.74,0.18,1.04,1.73,7.71,No
Todd MacCulloch,223.0,105.0,15.42,2.55,4.7,0.54,0.0,0.0,0.0,2.55,4.7,0.54,0.54,1.04,1.63,0.64,1.52,2.46,3.98,0.54,0.27,0.79,0.69,2.14,6.14,No
Todd Mitchell,48.0,0.0,14.71,1.79,4.04,0.44,0.0,0.0,0.0,1.79,4.04,0.44,0.44,1.54,2.67,0.58,0.75,1.33,2.08,0.88,0.67,0.08,1.38,2.12,5.12,No
Todd Mundt,66.0,0.0,4.58,0.48,1.24,0.39,0.0,0.0,0.0,0.48,1.24,0.39,0.39,0.15,0.24,0.62,0.33,0.52,0.85,0.09,0.06,0.15,0.09,0.88,1.12,No
Tom Abernethy,145.0,0.0,12.54,1.4,3.01,0.47,0.0,0.02,0.0,1.4,2.99,0.47,0.47,0.57,0.87,0.65,0.7,1.28,1.98,0.86,0.34,0.12,0.38,1.28,3.37,No
Tom Boswell,196.0,0.0,22.53,3.67,6.52,0.56,0.06,0.11,0.52,3.62,6.41,0.56,0.57,2.18,2.89,0.75,1.63,3.2,4.84,1.72,0.34,0.38,1.91,3.05,9.59,No
Tom Burleson,68.0,0.0,9.34,1.13,2.99,0.38,0.0,0.04,0.0,1.13,2.94,0.38,0.38,0.63,1.19,0.53,0.99,1.46,2.44,0.47,0.24,0.47,0.72,1.79,2.9,No
Tom Chambers,1107.0,743.0,30.64,6.66,14.23,0.47,0.21,0.67,0.31,6.46,13.56,0.48,0.48,4.58,5.67,0.81,1.75,4.3,6.06,2.06,0.8,0.57,2.3,3.38,18.11,No
Tom Copa,33.0,1.0,4.0,0.67,1.21,0.55,0.0,0.0,0.0,0.67,1.21,0.55,0.55,0.12,0.39,0.31,0.42,0.67,1.09,0.09,0.06,0.18,0.24,0.88,1.45,No
Tom Garrick,291.0,52.0,18.1,2.07,4.47,0.46,0.02,0.22,0.09,2.05,4.25,0.48,0.46,0.98,1.28,0.77,0.46,1.45,1.91,3.27,1.04,0.09,1.33,1.72,5.14,No
Tom Gugliotta,942.0,707.0,29.63,4.68,10.47,0.45,0.29,1.01,0.29,4.39,9.47,0.46,0.46,2.31,3.07,0.75,2.0,4.94,6.94,2.71,1.36,0.62,2.14,2.41,11.96,No
Tom Hammonds,741.0,65.0,15.02,2.04,4.27,0.48,0.0,0.02,0.0,2.04,4.25,0.48,0.48,1.13,1.64,0.69,1.04,2.16,3.2,0.54,0.25,0.2,0.76,1.78,5.22,No
Tom Henderson,258.0,25.0,21.21,2.25,5.12,0.44,0.0,0.03,0.0,2.25,5.09,0.44,0.44,1.1,1.47,0.75,0.45,1.19,1.64,3.97,0.78,0.07,1.36,1.53,5.6,No
Tom Hovasse,2.0,0.0,2.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,No
Tom LaGarde,212.0,28.0,22.41,3.19,6.91,0.46,0.0,0.01,0.0,3.19,6.9,0.46,0.46,2.19,3.53,0.62,1.74,3.87,5.61,1.78,0.33,0.45,1.82,3.01,8.57,No
Tom McMillen,453.0,54.0,20.96,3.4,6.98,0.49,0.01,0.06,0.12,3.39,6.93,0.49,0.49,1.57,1.96,0.8,1.1,2.41,3.51,1.1,0.29,0.29,1.1,2.31,8.37,No
Tom Owens,278.0,44.0,23.4,4.39,8.87,0.49,0.01,0.03,0.25,4.38,8.84,0.5,0.5,2.27,2.97,0.76,2.02,3.69,5.71,1.82,0.48,0.54,1.76,3.3,11.05,No
Tom Piotrowski,18.0,0.0,4.33,0.67,1.44,0.46,0.0,0.0,0.0,0.67,1.44,0.46,0.46,0.33,0.33,1.0,0.33,0.56,0.89,0.28,0.06,0.17,0.33,1.22,1.67,No
Tom Scheffler,39.0,0.0,6.87,0.54,1.31,0.41,0.0,0.0,0.0,0.54,1.31,0.41,0.41,0.26,0.51,0.5,0.46,1.49,1.95,0.28,0.21,0.28,0.38,1.23,1.33,No
Tom Sewell,21.0,0.0,4.14,0.43,1.71,0.25,0.0,0.1,0.0,0.43,1.62,0.26,0.25,0.1,0.19,0.5,0.1,0.1,0.19,0.29,0.14,0.05,0.33,0.62,0.95,No
Tom Sluby,31.0,0.0,4.87,0.97,1.87,0.52,0.0,0.06,0.0,0.97,1.81,0.54,0.52,0.42,0.68,0.62,0.16,0.23,0.39,0.52,0.1,0.0,0.35,0.58,2.35,No
Tom Tolbert,312.0,120.0,18.21,2.43,5.28,0.46,0.09,0.31,0.3,2.33,4.96,0.47,0.47,1.56,2.18,0.72,1.3,2.71,4.01,0.91,0.37,0.35,1.11,2.38,6.51,No
Tomáš Satoranský,275.0,151.0,23.29,2.75,5.86,0.47,0.67,1.81,0.37,2.08,4.05,0.51,0.53,1.22,1.49,0.82,0.93,2.16,3.09,4.11,0.87,0.15,1.35,1.81,7.39,No
Toney Douglas,516.0,82.0,18.36,2.62,6.51,0.4,1.08,3.05,0.35,1.54,3.46,0.45,0.49,0.93,1.12,0.83,0.51,1.62,2.13,2.15,0.85,0.07,1.02,1.94,7.26,No
Toni Kukoč,967.0,309.0,26.47,4.35,9.76,0.45,0.87,2.59,0.34,3.47,7.16,0.48,0.49,2.18,3.01,0.72,1.2,3.03,4.23,3.71,0.97,0.34,1.86,1.73,11.75,No
Tony Allen,820.0,441.0,22.02,3.16,6.64,0.48,0.15,0.54,0.28,3.0,6.1,0.49,0.49,1.65,2.33,0.71,1.25,2.27,3.52,1.31,1.41,0.41,1.36,2.37,8.11,No
Tony Battie,910.0,436.0,21.02,2.54,5.24,0.48,0.02,0.09,0.17,2.53,5.15,0.49,0.49,0.93,1.35,0.69,1.64,3.46,5.11,0.64,0.49,0.86,0.84,2.6,6.03,No
Tony Bennett,152.0,7.0,12.41,1.45,3.53,0.41,0.36,1.08,0.34,1.09,2.45,0.45,0.46,0.27,0.37,0.73,0.18,0.84,1.02,1.99,0.45,0.01,0.61,1.32,3.54,No
Tony Bobbitt,2.0,0.0,6.0,1.0,2.5,0.4,0.5,1.0,0.5,0.5,1.5,0.33,0.5,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.5,2.5,No
Tony Bradley,70.0,3.0,10.4,1.96,3.09,0.63,0.04,0.06,0.75,1.91,3.03,0.63,0.64,0.47,0.71,0.66,1.77,2.41,4.19,0.36,0.23,0.5,0.47,1.74,4.43,No
Tony Brown,490.0,107.0,14.94,2.13,4.93,0.43,0.13,0.47,0.27,2.0,4.46,0.45,0.44,1.02,1.4,0.73,0.88,1.03,1.91,1.33,0.58,0.1,0.94,1.88,5.4,No
Tony Campbell,753.0,238.0,21.77,4.52,9.95,0.45,0.1,0.39,0.25,4.43,9.56,0.46,0.46,2.21,2.79,0.79,1.31,1.75,3.06,1.46,0.84,0.23,1.55,2.22,11.35,No
Tony Dawson,6.0,0.0,5.0,1.17,2.5,0.47,0.33,0.67,0.5,0.83,1.83,0.45,0.53,0.17,0.17,1.0,0.33,0.5,0.83,0.17,0.0,0.0,0.5,0.67,2.83,No
Tony Delk,709.0,129.0,21.46,3.5,8.66,0.4,0.85,2.53,0.34,2.66,6.13,0.43,0.45,1.33,1.74,0.77,0.65,1.86,2.51,1.92,0.83,0.14,1.07,1.53,9.19,No
Tony Dumas,180.0,14.0,13.89,2.46,6.16,0.4,0.59,1.89,0.31,1.87,4.27,0.44,0.45,1.31,2.15,0.61,0.54,0.65,1.19,1.17,0.42,0.12,0.91,1.67,6.81,No
Tony Farmer,101.0,11.0,13.54,1.43,3.61,0.39,0.1,0.52,0.19,1.33,3.09,0.43,0.41,2.32,3.01,0.77,1.33,1.91,3.24,0.78,0.75,0.2,0.9,1.88,5.27,No
Tony Fuller,15.0,0.0,16.53,1.6,4.4,0.36,0.0,0.07,0.0,1.6,4.33,0.37,0.36,0.8,1.07,0.75,0.87,1.93,2.8,1.87,0.67,0.07,1.53,1.67,4.0,No
Tony Harris,14.0,0.0,10.5,1.14,3.93,0.29,0.21,0.86,0.25,0.93,3.07,0.3,0.32,2.36,2.71,0.87,0.21,0.57,0.79,0.57,0.36,0.0,0.71,1.07,4.86,No
Tony Jackson,2.0,0.0,7.0,0.5,1.5,0.33,0.0,0.0,0.0,0.5,1.5,0.33,0.33,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,No
Tony Massenburg,755.0,261.0,18.34,2.47,5.22,0.47,0.0,0.02,0.07,2.46,5.2,0.47,0.47,1.43,2.03,0.7,1.57,2.85,4.43,0.39,0.38,0.45,1.02,2.34,6.37,No
Tony Mitchell,24.0,0.0,3.71,0.33,0.71,0.47,0.04,0.08,0.5,0.29,0.62,0.47,0.5,0.46,0.79,0.58,0.67,0.46,1.12,0.12,0.29,0.12,0.17,0.38,1.17,No
Tony Parker,1254.0,1151.0,30.53,6.2,12.62,0.49,0.41,1.28,0.32,5.79,11.35,0.51,0.51,2.71,3.61,0.75,0.35,2.36,2.71,5.61,0.84,0.08,2.28,1.64,15.53,No
Tony Price,5.0,0.0,5.8,0.4,1.4,0.29,0.0,0.0,0.0,0.4,1.4,0.29,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.2,0.4,0.6,0.8,No
Tony Smith,516.0,90.0,15.96,2.2,5.11,0.43,0.31,0.98,0.31,1.89,4.13,0.46,0.46,0.73,1.07,0.68,0.69,0.92,1.61,2.01,0.69,0.17,0.98,1.59,5.43,No
Tony Snell,501.0,275.0,22.51,2.35,5.5,0.43,1.24,3.22,0.39,1.11,2.28,0.49,0.54,0.52,0.62,0.84,0.28,2.03,2.31,1.16,0.47,0.24,0.58,1.4,6.46,No
Tony White,98.0,0.0,11.86,2.27,5.08,0.45,0.0,0.12,0.0,2.27,4.96,0.46,0.45,0.8,1.1,0.72,0.24,0.39,0.63,1.2,0.41,0.04,0.96,1.16,5.33,No
Tony Wroten,145.0,34.0,21.21,3.97,9.61,0.41,0.58,2.5,0.23,3.39,7.1,0.48,0.44,2.55,3.94,0.65,0.73,1.77,2.5,3.01,0.94,0.19,2.59,1.85,11.06,No
Tony Zeno,8.0,0.0,7.38,0.75,2.62,0.29,0.0,0.0,0.0,0.75,2.62,0.29,0.29,0.25,0.25,1.0,0.38,1.38,1.75,0.12,0.5,0.38,1.12,1.62,1.75,No
Torgeir Bryn,3.0,0.0,3.33,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,1.33,2.0,0.67,0.0,0.67,0.67,0.0,0.67,0.33,0.33,1.67,1.33,No
Tornike Shengelia,71.0,0.0,5.65,0.51,1.11,0.46,0.01,0.2,0.07,0.49,0.92,0.54,0.46,0.21,0.45,0.47,0.24,0.54,0.77,0.44,0.13,0.04,0.49,0.66,1.24,No
Torraye Braggs,37.0,0.0,8.97,0.95,1.97,0.48,0.0,0.0,0.0,0.95,1.97,0.48,0.48,0.43,0.65,0.67,1.16,1.27,2.43,0.38,0.22,0.11,0.76,1.68,2.32,No
Torrey Craig,172.0,69.0,18.63,2.01,4.47,0.45,0.72,2.23,0.32,1.3,2.23,0.58,0.53,0.54,0.82,0.66,1.12,2.25,3.37,0.84,0.42,0.56,0.52,2.17,5.28,No
Toure' Murry,61.0,0.0,6.7,0.98,2.28,0.43,0.08,0.2,0.42,0.9,2.08,0.43,0.45,0.44,0.7,0.63,0.25,0.51,0.75,0.84,0.34,0.02,0.69,0.82,2.49,No
Tracy Jackson,178.0,3.0,12.78,2.01,4.35,0.46,0.01,0.07,0.15,2.0,4.28,0.47,0.46,0.97,1.28,0.75,0.89,0.83,1.72,0.89,0.52,0.1,0.74,1.3,5.0,No
Tracy McGrady,968.0,727.0,32.37,7.02,16.17,0.43,1.13,3.37,0.34,5.89,12.8,0.46,0.47,4.06,5.44,0.75,1.37,4.18,5.55,4.4,1.19,0.85,2.14,1.76,19.24,Yes
Tracy Moore,119.0,6.0,14.53,2.5,6.2,0.4,0.65,1.88,0.34,1.86,4.32,0.43,0.46,1.34,1.61,0.84,0.63,0.91,1.54,1.02,0.52,0.07,0.82,1.56,7.0,No
Tracy Murray,764.0,84.0,17.29,3.1,7.27,0.43,1.08,2.79,0.39,2.02,4.48,0.45,0.5,1.17,1.42,0.83,0.72,1.63,2.34,0.72,0.51,0.23,0.87,1.6,8.45,No
Trae Young,141.0,141.0,32.79,7.6,17.77,0.43,2.56,7.45,0.34,5.04,10.32,0.49,0.5,5.84,6.9,0.85,0.68,3.26,3.94,8.6,0.97,0.16,4.23,1.73,23.6,No
Trajan Langdon,119.0,5.0,14.61,1.85,4.45,0.42,0.72,1.82,0.4,1.13,2.62,0.43,0.5,1.02,1.12,0.91,0.24,1.09,1.34,1.28,0.47,0.12,0.82,1.5,5.44,No
Travis Best,782.0,169.0,21.61,2.85,6.6,0.43,0.37,1.06,0.35,2.48,5.54,0.45,0.46,1.55,1.84,0.84,0.32,1.47,1.79,3.54,0.96,0.09,1.31,2.29,7.62,No
Travis Diener,188.0,21.0,14.42,1.6,4.14,0.39,0.88,2.51,0.35,0.72,1.63,0.44,0.49,0.51,0.61,0.83,0.21,1.1,1.31,2.34,0.43,0.05,0.53,1.07,4.57,No
